;diagnostics_Versions_PyRadiomics;diagnostics_Versions_Numpy;diagnostics_Versions_SimpleITK;diagnostics_Versions_PyWavelet;diagnostics_Versions_Python;diagnostics_Configuration_Settings;diagnostics_Configuration_EnabledImageTypes;diagnostics_Image-original_Hash;diagnostics_Image-original_Dimensionality;diagnostics_Image-original_Spacing;diagnostics_Image-original_Size;diagnostics_Image-original_Mean;diagnostics_Image-original_Minimum;diagnostics_Image-original_Maximum;diagnostics_Mask-original_Hash;diagnostics_Mask-original_Spacing;diagnostics_Mask-original_Size;diagnostics_Mask-original_BoundingBox;diagnostics_Mask-original_VoxelNum;diagnostics_Mask-original_VolumeNum;diagnostics_Mask-original_CenterOfMassIndex;diagnostics_Mask-original_CenterOfMass;original_firstorder_10Percentile;original_firstorder_90Percentile;original_firstorder_Energy;original_firstorder_Entropy;original_firstorder_InterquartileRange;original_firstorder_Kurtosis;original_firstorder_Maximum;original_firstorder_MeanAbsoluteDeviation;original_firstorder_Mean;original_firstorder_Median;original_firstorder_Minimum;original_firstorder_Range;original_firstorder_RobustMeanAbsoluteDeviation;original_firstorder_RootMeanSquared;original_firstorder_Skewness;original_firstorder_TotalEnergy;original_firstorder_Uniformity;original_firstorder_Variance;original_glcm_Autocorrelation;original_glcm_ClusterProminence;original_glcm_ClusterShade;original_glcm_ClusterTendency;original_glcm_Contrast;original_glcm_Correlation;original_glcm_DifferenceAverage;original_glcm_DifferenceEntropy;original_glcm_DifferenceVariance;original_glcm_Id;original_glcm_Idm;original_glcm_Idmn;original_glcm_Idn;original_glcm_Imc1;original_glcm_Imc2;original_glcm_InverseVariance;original_glcm_JointAverage;original_glcm_JointEnergy;original_glcm_JointEntropy;original_glcm_MCC;original_glcm_MaximumProbability;original_glcm_SumAverage;original_glcm_SumEntropy;original_glcm_SumSquares;original_glrlm_GrayLevelNonUniformity;original_glrlm_GrayLevelNonUniformityNormalized;original_glrlm_GrayLevelVariance;original_glrlm_HighGrayLevelRunEmphasis;original_glrlm_LongRunEmphasis;original_glrlm_LongRunHighGrayLevelEmphasis;original_glrlm_LongRunLowGrayLevelEmphasis;original_glrlm_LowGrayLevelRunEmphasis;original_glrlm_RunEntropy;original_glrlm_RunLengthNonUniformity;original_glrlm_RunLengthNonUniformityNormalized;original_glrlm_RunPercentage;original_glrlm_RunVariance;original_glrlm_ShortRunEmphasis;original_glrlm_ShortRunHighGrayLevelEmphasis;original_glrlm_ShortRunLowGrayLevelEmphasis;original_ngtdm_Busyness;original_ngtdm_Coarseness;original_ngtdm_Complexity;original_ngtdm_Contrast;original_ngtdm_Strength;original_gldm_DependenceEntropy;original_gldm_DependenceNonUniformity;original_gldm_DependenceNonUniformityNormalized;original_gldm_DependenceVariance;original_gldm_GrayLevelNonUniformity;original_gldm_GrayLevelVariance;original_gldm_HighGrayLevelEmphasis;original_gldm_LargeDependenceEmphasis;original_gldm_LargeDependenceHighGrayLevelEmphasis;original_gldm_LargeDependenceLowGrayLevelEmphasis;original_gldm_LowGrayLevelEmphasis;original_gldm_SmallDependenceEmphasis;original_gldm_SmallDependenceHighGrayLevelEmphasis;original_gldm_SmallDependenceLowGrayLevelEmphasis;data_source;diagnosis_code
0;2.2.0;1.16.3;1.2.0;1.0.0;3.6.2;{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True};{'Original': {}};7ac4b2f1ad1539bae265b6266711546dee239907;3D;(1.0, 1.0, 1.0);(80, 79, 1);80.85506329113925;47.0;121.0;ae2c4f96607baf59b999c11eeb11afe5d4b82e98;(1.0, 1.0, 1.0);(80, 79, 1);(0, 0, 0, 80, 79, 1);6320;1;(39.5, 39.0, 0.0);(39.5, 39.0, 0.0);68.0;94.0;41986020.0;1.0180818048479894;14.0;3.112731615871324;121.0;8.197757370613683;80.85506329113925;81.0;47.0;74.0;5.807736294626514;81.50679477771598;0.04608973900775077;41986020.0;0.5704456917961865;105.81633512257652;7.882425500412902;2.1421007179298948;-0.38939858584739906;0.8487986117254407;0.10261407195592423;0.7842021930534723;0.10261407195592423;0.4750649881350045;0.09180962856012956;0.9486929640220378;0.9486929640220378;0.9939638781202397;0.9794771856088151;-0.5126879572460525;0.8017827116841756;0.10261407195592423;2.774144466750069;0.48716128402628267;1.5046092153646742;0.7906505387658858;0.6605924582681112;5.548288933500138;1.4019951434087508;0.23785317092034125;320.0648583344983;0.42405085448056823;0.40383490357704965;7.622843424603047;201.87799863968112;1645.6320743862298;27.36984984148028;0.16438112543906197;5.333234836971916;73.64209665103947;0.09429458006012512;0.11938291139240507;124.43961781044084;0.23001719863769715;1.6769275106341233;0.04288550055053578;22.04854290355756;0.003350010013588083;0.6956020803761338;0.0041196980803596605;0.019221975530333092;2.7434715048244698;2793.4212025316456;0.44199702571703253;2.3997636346338727;3605.2167721518986;0.2400567817657427;7.919620253164557;67.1131329113924;535.2768987341772;9.562714266877638;0.1459245341068917;0.02071374757415859;0.16065952707852948;0.0032907951230158844;norm0;0
1;2.2.0;1.16.3;1.2.0;1.0.0;3.6.2;{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True};{'Original': {}};38052e2789c1cd01486c95b0cc1e523906d41f8e;3D;(1.0, 1.0, 1.0);(29, 48, 1);86.76221264367815;74.0;102.0;175af65596fb1756294179737fb491f320769eaa;(1.0, 1.0, 1.0);(29, 48, 1);(0, 0, 0, 29, 48, 1);1392;1;(14.0, 23.5, 0.0);(14.0, 23.5, 0.0);80.0;94.0;10517787.0;0.08535618476954943;8.0;2.3842673873407936;102.0;4.402797389021006;86.76221264367815;87.0;74.0;28.0;3.402882254830307;86.92457342729523;0.07696761130209204;10517787.0;0.9814549891002774;28.199922690414855;4.010854060764071;0.04538875960682614;0.008640536768315665;0.02318664115873088;0.015760380637948504;0.1918878190011037;0.015760380637948504;0.11665835811532761;0.01550609457540833;0.9921198096810258;0.9921198096810258;0.9984239619362052;0.9960599048405128;-0.09980628597674505;0.11752516480049707;0.015760380637948504;2.0022481101299654;0.9651371867319262;0.16810332936648498;0.21819781645932335;0.9823779991178423;4.004496220259931;0.1523429487285371;0.009736755449169845;59.48594597413434;0.7472650320199956;0.14188725179496856;4.24347491656237;616.7678347934918;2467.638196834585;154.23851492244356;0.2823395056899829;3.7387516319178777;12.224010481852314;0.18136680847754238;0.05621408045977012;193.59154816095213;0.15415449356531863;0.7792472048098769;0.06732394948615884;1.3495300581184166;0.09366783246781428;0.046497607783617514;4.744334232638747e-05;0.1910970309898054;0.9074899346666362;998.1063218390805;0.717030403620029;1.326706281377989;1366.1853448275863;0.00933443569163694;4.017959770114943;74.39727011494253;297.7492816091954;18.608756385696044;0.25189575351213284;0.016773889639135772;0.0662574359511791;0.005334250400418255;norm1;0
2;2.2.0;1.16.3;1.2.0;1.0.0;3.6.2;{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True};{'Original': {}};408c244cf5d2fa6ac36242bad98d14cf561f16a3;3D;(1.0, 1.0, 1.0);(62, 28, 1);81.25345622119816;55.0;114.0;5dcfd81072ff61e1b47b44a879e516f3c7c38c68;(1.0, 1.0, 1.0);(62, 28, 1);(0, 0, 0, 62, 28, 1);1736;1;(30.5, 13.5, 0.0);(30.5, 13.5, 0.0);66.0;96.0;11685194.0;1.1399430273632138;17.0;2.3503321362432845;114.0;9.397953874577928;81.25345622119816;82.0;55.0;59.0;7.060821433846813;82.04329670705714;-0.03978084187608585;11685194.0;0.5165278780606936;128.97838667204655;3.3161433369987043;2.7563279524747974;-0.24349974064580865;1.0312508088439232;0.10605024076732167;0.8133992972355907;0.10605024076732167;0.48421183969411163;0.09433622541401096;0.9469748796163391;0.9469748796163391;0.9893949759232679;0.9734874398081697;-0.5498177780257527;0.8419319149545981;0.10605024076732167;1.756371905069684;0.4359572010991968;1.6444241144999037;0.8412901160809183;0.6032940425127098;3.512743810139368;1.5383738737325827;0.2843252624028112;97.51248801316763;0.39981821764315023;0.4518447093964798;3.7819804712037723;114.96418453758258;384.1900400356226;49.0317863439344;0.4754660463641046;5.0913991042154185;23.78819493809785;0.09462633672297402;0.1404089861751152;57.34251765419675;0.2168896635441156;0.9845350016700583;0.09431272522605706;17.020001873126876;0.012736967856948294;0.3183578321824215;0.010120719266095467;0.03311075582306655;2.979524096825924;688.4827188940092;0.3965914279343371;2.68195564516129;896.692396313364;0.2868501003419058;3.363479262672811;64.6975806451613;211.85138248847926;29.875336021505376;0.46545378904249873;0.021246668902456016;0.08030386443598603;0.009647577480232103;norm2;0
3;2.2.0;1.16.3;1.2.0;1.0.0;3.6.2;{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True};{'Original': {}};7b526b3684bcc67bbed094392d7a0424e0f6a570;3D;(1.0, 1.0, 1.0);(54, 85, 1);70.49172113289761;45.0;107.0;a14b14fe7c98ad86bf3f05621afd9a73c3256281;(1.0, 1.0, 1.0);(54, 85, 1);(0, 0, 0, 54, 85, 1);4590;1;(26.5, 42.0, 0.0);(26.5, 42.0, 0.0);59.0;82.0;23180095.0;0.9609577805412348;12.0;3.1372952516471337;107.0;7.208993027373136;70.49172113289761;70.0;45.0;62.0;5.307744394337154;71.06426408279783;0.32379392449287675;23180095.0;0.5604044977952449;81.04688135142702;5.5316921649861905;1.426380782625552;0.5675457527570131;0.8020747319129465;0.11616865299578952;0.7469603959635163;0.11616865299578952;0.5119791780906772;0.10184400856773922;0.9419156735021053;0.9419156735021053;0.993166549823777;0.976766269400842;-0.4617398174873121;0.760838773572264;0.11616865299578952;2.3152139218720333;0.4615172570775778;1.4744791043169567;0.7600677462682891;0.6234738934008264;4.630427843744067;1.3583104513211681;0.22956084622718403;296.05387722963883;0.47406421568594115;0.3061549002827352;6.318473450879624;148.12645504889167;727.0909921522303;33.350038757489756;0.19983436705791377;5.1191296836019635;55.33565970289093;0.08337486849832437;0.13594771241830067;77.1550556302487;0.1744073123177451;1.1828343962642807;0.03858868395887871;25.52334682051505;0.003922596293276117;0.7858440452838162;0.004414077401823013;0.02294637933821363;2.7692212217224994;1840.911982570806;0.4010701487082366;2.4432333243149595;2572.2566448801745;0.2302467237197469;5.590631808278867;65.04270152505447;352.06470588235294;13.768084301621883;0.2089067417090293;0.020004998638687297;0.11750694790947931;0.0043328336433357826;norm3;0
4;2.2.0;1.16.3;1.2.0;1.0.0;3.6.2;{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True};{'Original': {}};c9dac0cdd3c1c3507635cf66f2a82f736d2785e4;3D;(1.0, 1.0, 1.0);(49, 56, 1);62.93221574344023;36.0;87.0;8e32f1fc58d36982a867cf9754cf488c8ddced38;(1.0, 1.0, 1.0);(49, 56, 1);(0, 0, 0, 49, 56, 1);2744;1;(24.0, 27.5, 0.0);(24.0, 27.5, 0.0);55.0;72.0;11019500.0;0.5552633711647238;8.0;4.462356400328599;87.0;5.529858413586175;62.93221574344023;63.0;36.0;51.0;3.684726280269212;63.37075642344267;-0.3856402782761028;11019500.0;0.8202779029146018;55.38899130039355;4.127921353200371;1.1782774884382807;-0.00871953640135012;0.3300422357081768;0.04817442602040817;0.744958855926226;0.04817442602040817;0.2774354404405557;0.045776766710462734;0.975912786989796;0.975912786989796;0.9951825573979592;0.987956393494898;-0.5502462752335935;0.6705959623750752;0.04817442602040817;2.0143119250541126;0.7798338015576328;0.7904199160732431;0.8922895353591874;0.8811519209956711;4.028623850108225;0.7422454900528356;0.09455416543214624;98.38648456367099;0.4741785529559825;0.3481708751288009;5.0467796146996795;427.6962356308064;1710.5911458929484;110.3618579147775;0.2914581727516765;5.17997313559761;13.390579734247979;0.06367482378259402;0.07525510204081633;225.5654487093862;0.17334362502264594;1.1751648214515096;0.04467948096052756;8.864479123604799;0.015995765552442674;0.1450940576487794;0.0015516131024312773;0.03472907070730508;1.6785499503045382;1701.1443148688047;0.6199505520658909;1.6650193318685242;2250.8425655976675;0.09681924623243718;4.14067055393586;72.17237609329446;291.8502186588921;19.658163265306122;0.2747610949141561;0.0170959419833153;0.08002541626128369;0.004635957822901234;norm4;0
5;2.2.0;1.16.3;1.2.0;1.0.0;3.6.2;{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True};{'Original': {}};5ca3228756a9632c9608bef00129235a6eb5d368;3D;(1.0, 1.0, 1.0);(42, 67, 1);86.0678749111585;53.0;113.0;0b7ab00636269354f15a87f3498706cf086f7d7e;(1.0, 1.0, 1.0);(42, 67, 1);(0, 0, 0, 42, 67, 1);2814;1;(20.5, 33.0, 0.0);(20.5, 33.0, 0.0);75.0;97.0;21077921.0;0.809166696461038;12.0;3.153527106156553;113.0;7.196353494988253;86.0678749111585;86.0;53.0;60.0;5.036978098647555;86.54696437977854;0.10223204584192659;21077921.0;0.7107868617113439;82.69795163182968;4.03416842379802;1.894395496583713;-0.04254166561891294;0.5429869059617203;0.0905690242694247;0.7128550599571204;0.0905690242694247;0.4347529889042526;0.08197598132850292;0.9547154878652877;0.9547154878652877;0.9909430975730575;0.9773577439326437;-0.45231888498145834;0.7093149997920892;0.0905690242694247;1.9801668066593439;0.6423788050137409;1.2191859435196495;0.7255798089485029;0.7959297785699315;3.9603336133186877;1.1286169192502253;0.15838898255778627;130.89980082402897;0.3998073286805401;0.4541495161436707;3.986002000092446;212.1042183178376;853.7724115289454;55.86165709957331;0.44689754407938675;5.144870564738175;32.57617202681694;0.09277108598337105;0.11664889836531628;120.3214555295444;0.2015941321934352;0.726996548964288;0.12188024505283106;18.5120696952596;0.008578382339323945;0.26685548261442715;0.0049848600498396565;0.019524628262670877;2.320592739157735;1326.1485429992892;0.471268138947864;2.330077326839253;2000.1542288557214;0.1646085998073396;4.0643212508884154;67.3862828713575;274.84648187633263;19.252971254836925;0.3117053620784964;0.0195826656790016;0.08050358321814602;0.007367021666593347;norm5;0
6;2.2.0;1.16.3;1.2.0;1.0.0;3.6.2;{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True};{'Original': {}};50f90edf83b0d5b7fc2f2c44453343e071cf932e;3D;(1.0, 1.0, 1.0);(69, 81, 1);87.5945607443192;47.0;129.0;af92b3d451dcbf6203885e085798a7ad0397f36d;(1.0, 1.0, 1.0);(69, 81, 1);(0, 0, 0, 69, 81, 1);5589;1;(34.0, 40.0, 0.0);(34.0, 40.0, 0.0);69.0;106.0;43961386.0;1.4111941439311106;21.0;2.4159943108475335;129.0;11.538258204129658;87.5945607443192;88.0;47.0;82.0;8.872666889389754;88.68877030476524;0.12887920576025166;43961386.0;0.4283578077365564;192.89090618118217;9.423336387191753;5.94731176709962;-0.02010176163997615;1.5294507774605373;0.14032407900760946;0.8319217589781597;0.14032407900760946;0.5768799527880395;0.11938063056861783;0.9298379604961953;0.9298379604961953;0.994602920038169;0.9766126534987318;-0.5400966966165508;0.8801482530926777;0.14032407900760946;3.0126489804355723;0.33315511457384794;2.052967136363857;0.8380936725069736;0.5195369235657226;6.0252979608711446;1.9126430573562487;0.41744371411703657;322.1381178685963;0.36510457055756484;0.5393571419584475;9.863274172575977;102.38261957667766;957.160784872493;12.804206743184654;0.13157203052752922;5.389829889527638;87.85401035958843;0.0940188737282954;0.15736267668634818;49.0335676041257;0.19590682544555987;2.0624570724618576;0.026306703068576957;17.414872426931;0.0033021832277680073;1.4793945298449718;0.005835234285812711;0.031182891929139357;3.4528494159511376;1894.4177849346931;0.3389546940301831;2.6958045576899208;2394.0917874396137;0.4201858435407254;9.481481481481481;62.617641796385755;587.1960994811236;8.066395349993043;0.12930264805868671;0.022024822079020803;0.2165824891184547;0.002892209651574455;norm6;0
7;2.2.0;1.16.3;1.2.0;1.0.0;3.6.2;{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True};{'Original': {}};0e55a32301d8dcbe26096c78ca703ceb79f761fe;3D;(1.0, 1.0, 1.0);(59, 43, 1);56.066219944816716;42.0;75.0;50e3cab74f8a7a5b26b842b47fb57cc3cf99d5e7;(1.0, 1.0, 1.0);(59, 43, 1);(0, 0, 0, 59, 43, 1);2537;1;(29.0, 21.0, 0.0);(29.0, 21.0, 0.0);49.0;63.0;8056824.0;0.5624123665427979;8.0;2.7460924565517115;75.0;4.636439893362237;56.066219944816716;56.0;42.0;33.0;3.3936111826068527;56.3536051513949;0.20757811748564658;8056824.0;0.7746543120818585;32.3077946587587;3.5793862493551916;0.8127858839595471;-0.4633282693039875;0.3581595336331997;0.08871776525161598;0.6026301496382016;0.08871776525161598;0.42842633602505414;0.08042206910820045;0.955641117374192;0.955641117374192;0.9911282234748384;0.977820558687096;-0.33346959815479754;0.5495306946918844;0.08871776525161598;1.8740398667860168;0.6968143412950834;0.9295788594983452;0.6054465773545168;0.8280554525372597;3.7480797335720335;0.84086109424673;0.11171932472120391;149.69686784219363;0.5089863289125833;0.25298880467377743;2.7908583190686618;210.0374846671979;824.1858424700627;56.51095387576413;0.5589499985183526;4.655666406147292;28.117794396135125;0.09202562563296725;0.11588490342924714;123.27490353317853;0.2105938343506621;0.38827049464912405;0.17186572731234362;16.04274563689937;0.008960789481933384;0.3530956198646928;0.003359540288479641;0.02110115698030357;2.081703687321153;1197.7938510051242;0.4721300161628396;2.381924964215072;1965.2979897516752;0.11297674201090709;3.618446984627513;67.53488372093024;254.7000394166338;20.74709849778829;0.34626417903911005;0.020450455207995984;0.06306633541896882;0.01001546645424984;norm7;0
8;2.2.0;1.16.3;1.2.0;1.0.0;3.6.2;{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True};{'Original': {}};fc039a146179df6ee30e182595e89c339b8539e8;3D;(1.0, 1.0, 1.0);(61, 42, 1);73.60889929742389;41.0;118.0;671f97b5483534371c358299a87c47ded52bc49e;(1.0, 1.0, 1.0);(61, 42, 1);(0, 0, 0, 61, 42, 1);2562;1;(30.0, 20.5, 0.0);(30.0, 20.5, 0.0);64.0;83.0;14020450.0;1.0336626495323273;9.0;4.045397293689403;118.0;5.785108238404203;73.60889929742389;74.0;41.0;77.0;4.29610251926711;73.97609694755508;-0.06955598024601237;14020450.0;0.49756545097659244;54.192863815776235;6.269704340486028;1.027062941065813;0.06895956630919037;0.8820903246278411;0.13751705666939573;0.7301630563275969;0.13691213990594236;0.5745580572467874;0.11819997080319886;0.9316447495076045;0.9316044217233741;0.9919214363740965;0.9726377359109266;-0.43307701931629583;0.7640767003778661;0.1363828377379207;2.466486619637859;0.38266814004881683;1.6071897075171924;0.7333815762764395;0.4610364584325001;4.932973239275718;1.4671155738791004;0.2549018453243092;202.249176545698;0.48644321394176726;0.2787592946179343;6.555554524155321;90.59304119000214;528.6933626239377;18.05985262580083;0.18645183859790548;4.722188421890186;44.91957731845785;0.1051697532924695;0.16227556596409054;48.12965612057859;0.2159126722487281;1.3909005900663072;0.04315401307854747;15.965254093279949;0.005934231465916011;0.9277178178781054;0.005735966601482263;0.03514212638520518;3.097398976918912;854.8883684621389;0.3336800813669551;2.771653927180475;1274.7626854020298;0.25687950536301596;6.355581576893052;62.077283372365336;390.71311475409834;11.614591465001302;0.18676272877092548;0.02255605780129729;0.14580112086468727;0.004237405514279709;norm8;0
9;2.2.0;1.16.3;1.2.0;1.0.0;3.6.2;{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True};{'Original': {}};137ba70c59783db2efbbb74580c57acd44881d03;3D;(1.0, 1.0, 1.0);(35, 64, 1);71.478125;50.0;91.0;4123ce06a5c7512021dc3a0a27acdb3b4c010d16;(1.0, 1.0, 1.0);(35, 64, 1);(0, 0, 0, 35, 64, 1);2240;1;(17.0, 31.5, 0.0);(17.0, 31.5, 0.0);63.0;81.0;11550587.0;0.9116085896087762;10.0;2.509321884662467;91.0;5.655365513392857;71.478125;71.0;50.0;41.0;4.2865720769623925;71.80885776539986;0.2107960838962261;11550587.0;0.5600063775510205;47.38970005580357;1.9050035639255702;1.0567476803730171;0.5389806966264703;0.7775076378739643;0.0873077355942377;0.7978374240010563;0.0873077355942377;0.4254418257454753;0.07947036915119905;0.9563461322028811;0.9563461322028811;0.9825384528811524;0.9708974214685875;-0.5384368859936681;0.7862388202854601;0.0873077355942377;1.316219143907563;0.4881219441146999;1.3153692792405882;0.7978374240010562;0.6401269882953181;2.632438287815126;1.228061543646351;0.2162038433670505;132.16395423093957;0.5032706113226681;0.24836469433866595;2.606213467113101;190.7772346413669;293.6563195420375;165.05746341619925;0.5984466332217248;4.885217042680935;21.780271872388102;0.08052903928064165;0.1171875;105.77789507098613;0.1894350106455932;0.5206816412337746;0.10662335299854792;2446.3034090909046;0.010405310052690816;0.08580783641581635;0.018924800096517407;0.010379276045495824;2.5691155815593767;1023.0401785714286;0.4567143654336735;2.2877772241709184;1254.4142857142858;0.2199968112244898;1.980357142857143;67.27008928571429;124.57410714285714;52.94408482142857;0.7549107142857143;0.019644767174396213;0.04349373035838012;0.013682526378400237;norm9;0
